game,username,query_user_id,course,date,total_score,score_vs_par,gsp,youtube_video,entry_url,hole_1,hole_2,hole_3,hole_4,hole_5,hole_6,hole_7,hole_8,hole_9,hole_10,hole_11,hole_12,hole_13,hole_14,hole_15,hole_16,hole_17,hole_18
Golden Tee Unplugged 2019,ed20910,ed20910,Volcano Palms,26-06-2026 23:36:07,58,-14,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt19&entryId=406,3,2,2,3,2,2,4,2,2,4,3,3,6,3,4,7,4,2
Golden Tee Unplugged 2019,ed20910,ed20910,Volcano Palms,26-06-2026 21:43:26,58,-14,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt19&entryId=405,3,2,3,3,4,3,3,2,2,3,3,3,3,3,4,4,4,6
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,09-07-2026 01:42:09,55,+1,78633,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=902,3,2,3,2,2,3,2,3,5,2,1,3,2,5,3,2,5,7
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,09-07-2026 01:33:05,45,-9,83130,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=901,2,1,3,2,3,3,2,2,2,3,3,3,2,2,4,1,3,4
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,09-07-2026 01:25:04,59,+5,89136,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=900,2,1,3,2,2,2,3,1,2,4,2,7,2,3,9,2,5,7
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,09-07-2026 01:12:26,59,+5,71391,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=899,2,2,2,3,3,2,3,4,2,4,5,3,2,5,4,5,3,5
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,13-06-2026 21:56:42,56,+2,72670,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=834,2,2,2,2,3,2,8,2,3,3,2,4,2,3,3,4,5,4
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,17-11-2025 00:13:23,34,+8,40614,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=391,1,3,3,3,4,2,7,4,7,0,0,0,0,0,0,0,0,0
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,17-11-2025 00:04:08,35,+9,49002,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=390,3,2,3,3,3,3,9,3,6,0,0,0,0,0,0,0,0,0
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,16-11-2025 23:57:25,31,+5,27706,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=389,3,2,2,3,4,2,4,3,8,0,0,0,0,0,0,0,0,0
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,16-11-2025 23:46:20,23,-3,39388,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=388,2,2,2,2,2,3,2,3,5,0,0,0,0,0,0,0,0,0
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,16-11-2025 23:38:41,34,+8,33579,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=387,3,3,2,3,4,3,8,3,5,0,0,0,0,0,0,0,0,0
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,12-11-2025 00:29:14,20,-6,37914,https://www.youtube.com/watch?v=hUfhkkfDPH4,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=385,2,2,2,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,12-11-2025 00:16:06,22,-4,34447,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=384,2,1,3,2,2,2,3,4,3,0,0,0,0,0,0,0,0,0
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,05-11-2025 05:43:45,23,-3,38410,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=374,2,3,3,2,1,2,5,2,3,0,0,0,0,0,0,0,0,0
Power Putt Live 2013,ed20910,ed20910,Roadside 66,03-07-2025 04:47:25,40,-17,104181,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=286,1,2,2,1,4,1,2,2,2,3,4,2,3,2,2,2,3,2
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,03-07-2025 04:40:11,59,+5,67191,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=285,2,4,2,2,2,4,2,3,5,3,2,3,4,1,5,5,5,5
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,02-07-2025 04:48:14,65,+11,74967,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=284,1,2,2,2,2,2,2,4,5,8,7,3,2,6,9,3,2,3
Power Putt Live 2013,ed20910,ed20910,Safari River,02-07-2025 04:39:09,49,-8,87904,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=283,1,2,3,2,1,3,3,3,2,3,4,3,4,2,4,3,2,4
Power Putt Live 2013,ed20910,ed20910,Safari River,02-07-2025 04:31:02,60,+3,67280,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=282,2,2,4,3,3,4,3,3,2,4,4,5,4,3,2,6,3,3
Power Putt Live 2013,ed20910,ed20910,Safari River,01-07-2025 07:04:51,56,-1,49381,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=281,2,2,4,3,3,2,4,2,2,3,4,3,4,4,3,5,3,3
Power Putt Live 2013,ed20910,ed20910,The Freaky Tiki,01-07-2025 06:56:02,54,-3,76293,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=280,1,2,4,3,4,2,6,2,4,2,6,2,3,2,3,2,3,3
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,01-07-2025 06:46:21,68,+14,85500,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=279,1,2,2,2,3,3,3,3,9,4,9,4,3,5,3,2,3,7
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,01-07-2025 06:35:44,45,-9,87100,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=278,2,2,2,2,3,2,2,2,3,2,3,1,2,2,7,3,3,2
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,01-07-2025 06:27:40,50,-4,79424,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=277,2,2,3,2,2,2,3,2,3,2,1,3,2,5,3,3,5,5
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,01-07-2025 06:19:14,64,+10,93974,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=276,1,1,2,2,2,2,2,2,9,9,1,3,2,2,6,1,10,7
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,01-07-2025 06:08:17,51,-3,88705,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=275,1,2,2,2,2,3,3,4,2,3,2,1,2,4,3,3,3,9
Power Putt Live 2013,ed20910,ed20910,Miner 49'er,01-07-2025 05:53:13,41,-17,85938,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=273,2,2,2,2,2,3,2,2,2,2,3,2,4,2,2,3,2,2
Power Putt Live 2013,ed20910,ed20910,Miner 49'er,01-07-2025 05:45:02,54,-4,84354,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=272,2,3,2,1,4,2,3,3,2,2,4,2,4,4,6,4,2,4
Power Putt Live 2013,ed20910,ed20910,Roadside 66,01-07-2025 05:34:28,50,-7,93784,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=271,2,2,2,3,2,4,4,2,2,3,2,5,2,3,2,3,4,3
Power Putt Live 2013,ed20910,ed20910,Camelot,01-07-2025 05:24:09,56,-1,98282,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=270,3,3,3,3,4,2,4,2,6,2,4,3,3,2,4,3,2,3
Power Putt Live 2013,ed20910,ed20910,The Freaky Tiki,01-07-2025 05:12:32,45,-12,118742,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=269,2,1,2,3,3,1,5,1,4,1,1,2,2,5,3,2,3,4
Power Putt Live 2013,ed20910,ed20910,The Freaky Tiki,01-07-2025 05:01:03,52,-5,92317,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=268,2,2,2,2,4,2,2,1,4,3,3,2,4,4,3,6,3,3
Power Putt Live 2013,ed20910,ed20910,Lost Vegas,26-06-2025 22:41:04,22,-4,30450,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=ppl13&entryId=264,2,2,2,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0
Golden Tee Live 2006,Paladin242,Paladin242,Coral Vista,17-11-2025 04:35:02,108,+36,7928,https://www.youtube.com/watch?v=omq8bfMBGmg,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt06&entryId=469,5,4,4,6,8,6,4,9,7,4,8,6,3,8,5,6,7,8
Golden Tee Unplugged 2016,Paladin242,Paladin242,Grizzly Flats,07-02-2026 07:25:19,69,-3,5324,https://www.youtube.com/watch?v=pHz1yRYFm3E,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1138,3,3,2,4,4,4,5,5,4,3,3,3,3,5,3,3,4,8
Golden Tee Unplugged 2016,Paladin242,Paladin242,Grizzly Flats,07-02-2026 06:55:28,73,+1,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1137,4,6,2,4,3,3,3,5,4,4,5,4,3,5,5,4,5,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Coconut Beach,31-01-2026 07:15:41,67,-5,0,https://www.youtube.com/watch?v=ZFf5nOF3gSg,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1114,2,4,3,2,4,5,4,2,4,4,5,2,4,4,6,3,5,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Coconut Beach,31-01-2026 05:38:03,71,-1,0,https://www.youtube.com/watch?v=FjplIbpoFdo,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1111,3,4,3,2,4,5,4,3,4,4,6,3,5,4,7,2,4,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Cape Haven,25-01-2026 09:45:17,68,-4,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1100,3,4,4,4,3,4,4,3,2,4,4,4,3,3,5,6,3,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Cape Haven,25-01-2026 08:54:37,65,-7,0,https://www.youtube.com/watch?v=TJLxmnCU-AI,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1099,3,3,3,4,4,3,4,3,3,4,3,4,3,4,4,5,3,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Cape Haven,24-01-2026 08:55:22,67,-5,5594,https://www.youtube.com/watch?v=J2Z_lm5JH-o,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1092,3,3,3,4,3,4,4,2,4,7,3,5,3,4,3,4,2,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Cape Haven,24-01-2026 08:02:03,66,-6,0,https://www.youtube.com/watch?v=eTKVzdICi7Q,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1091,3,3,2,5,4,5,3,3,3,3,3,5,3,3,3,5,4,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Cape Haven,24-01-2026 07:48:59,73,+1,12317,https://www.youtube.com/watch?v=8dHESAx1iDk,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1090,2,4,4,5,8,3,4,3,2,5,3,6,5,5,3,4,3,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Cape Haven,24-01-2026 03:05:33,67,-5,0,https://www.youtube.com/watch?v=P6KrjyhOkxk,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1085,3,4,2,5,4,5,4,2,3,5,4,5,4,3,3,4,2,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sequoia Grove,23-01-2026 08:57:44,69,-3,6489,https://www.youtube.com/watch?v=_ZjOgUPdueU,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1082,3,4,2,4,3,2,3,4,3,4,3,4,5,5,4,5,5,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sequoia Grove,23-01-2026 08:43:33,70,-2,0,https://www.youtube.com/watch?v=vVhkl1iSKgw,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1081,3,3,2,3,4,2,5,4,3,4,3,5,4,5,5,4,6,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sequoia Grove,23-01-2026 08:28:07,71,-1,0,https://www.youtube.com/watch?v=naLaVMnnG1A,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1080,3,4,2,3,4,2,4,5,5,5,4,4,5,4,4,4,6,3
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sequoia Grove,23-01-2026 08:13:34,74,+2,0,https://www.youtube.com/watch?v=gt83s-Aa3FY,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1079,3,4,3,4,5,2,4,5,3,5,3,5,3,5,4,4,7,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sequoia Grove,21-01-2026 06:40:44,76,+4,0,https://www.youtube.com/watch?v=AyTL-mRf9Q0,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1069,4,3,2,4,4,2,3,6,4,4,4,5,5,4,3,6,9,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sequoia Grove,20-01-2026 07:27:49,78,+6,0,https://www.youtube.com/watch?v=m5pb_GIi17c,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1068,3,4,3,3,4,3,4,4,4,6,4,6,5,5,4,4,7,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sequoia Grove,20-01-2026 07:12:04,69,-3,0,https://www.youtube.com/watch?v=fC-jZvEZ3gU,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1067,2,3,2,3,6,2,3,6,4,3,3,5,3,4,4,4,7,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sequoia Grove,18-01-2026 09:21:21,75,+3,0,https://www.youtube.com/watch?v=2RMYcQQBolg,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1061,3,3,3,4,5,3,3,5,4,6,3,5,4,5,3,4,8,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sequoia Grove,18-01-2026 09:06:51,70,-2,5570,https://www.youtube.com/watch?v=UcXJ5zFcD6Q,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1060,3,3,2,3,4,2,3,4,3,5,2,5,3,7,5,5,5,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Jack Rabbit Junction,14-01-2026 05:03:39,61,-11,0,https://www.youtube.com/watch?v=b1fjGFnXl7k,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1035,4,3,2,4,3,4,3,4,4,3,3,3,3,4,3,4,3,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Jack Rabbit Junction,12-01-2026 06:05:40,58,-14,0,https://www.youtube.com/watch?v=n2EhQGkKmvo,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1028,3,3,2,5,3,3,3,3,4,2,2,3,4,3,3,4,4,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Jack Rabbit Junction,10-01-2026 07:11:09,68,-5,0,https://www.youtube.com/watch?v=IVkL-XLGgkI,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1019,3,4,3,5,4,3,2,4,5,5,3,4,2,4,2,5,5,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Woodland Farm,04-01-2026 09:14:38,79,+7,0,https://www.youtube.com/watch?v=DuYtpQ9ghUo,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1010,4,4,3,4,4,4,4,4,4,5,3,5,8,4,5,6,4,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Woodland Farm,04-01-2026 08:21:02,81,+9,0,https://www.youtube.com/watch?v=Z3hS55c9uAI,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1009,3,4,3,4,5,4,3,5,3,6,4,5,4,5,7,5,3,8
Golden Tee Unplugged 2016,Paladin242,Paladin242,Woodland Farm,03-01-2026 08:08:30,92,+20,0,https://www.youtube.com/watch?v=nrIE61VEC1E,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=1001,4,4,3,5,6,5,4,4,4,6,4,4,6,5,5,8,7,8
Golden Tee Unplugged 2016,Paladin242,Paladin242,Pelican Grove,02-01-2026 07:55:26,76,+4,0,https://www.youtube.com/watch?v=gFIRDxWziHw,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=999,3,3,4,3,5,5,3,3,5,4,4,4,5,5,4,3,5,8
Golden Tee Unplugged 2016,Paladin242,Paladin242,Pelican Grove,02-01-2026 07:41:16,78,+6,0,https://www.youtube.com/watch?v=VD2BTvBZZoI,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=998,3,4,3,3,5,4,4,6,6,4,4,3,5,8,3,4,5,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Shady Acres,20-12-2025 06:10:46,71,-1,0,https://www.youtube.com/watch?v=SnwjyGd5BGQ,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=982,3,5,3,4,4,4,5,3,4,3,4,4,3,5,5,5,3,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Turtle Island,13-12-2025 08:12:27,69,-3,0,https://www.youtube.com/watch?v=9OAydu8stv8,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=950,4,4,2,3,4,5,2,4,4,4,6,3,4,4,5,3,4,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Antelope Pass,11-12-2025 19:28:06,68,-4,0,https://www.youtube.com/watch?v=7l-_j9itqYI,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=937,3,3,3,6,4,4,2,4,2,5,3,4,2,4,6,4,4,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Antelope Pass,11-12-2025 19:10:39,75,+3,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=936,3,4,4,5,5,5,3,6,2,3,4,5,2,4,6,5,5,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Volcano Palms,28-11-2025 21:02:01,66,-6,9554,https://www.youtube.com/watch?v=OGoTuSgD7HE,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=739,4,3,3,5,4,2,5,5,2,4,4,3,6,4,4,4,2,2
Golden Tee Unplugged 2016,Paladin242,Paladin242,Volcano Palms,27-11-2025 09:38:28,76,+4,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=725,4,3,3,5,4,3,4,5,3,4,4,4,4,4,5,6,5,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Volcano Palms,21-11-2025 19:43:45,73,+1,0,https://www.youtube.com/watch?v=jjKsj937XVA,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=631,4,3,3,4,3,3,5,5,2,4,5,4,6,3,5,5,3,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Jack Rabbit Junction,20-11-2025 19:49:27,72,E,0,https://www.youtube.com/watch?v=NjdfGJ04Pqs,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=607,3,4,4,4,3,3,3,4,4,4,4,5,4,5,3,4,5,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Cape Haven,18-11-2025 19:58:40,73,+1,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=569,3,4,3,6,4,4,5,3,5,3,4,3,5,4,3,5,5,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Pearl Lagoon,16-11-2025 07:49:43,71,-1,0,https://www.youtube.com/watch?v=8nD057A2AZY,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=532,3,3,2,5,3,3,6,3,4,4,6,3,6,5,3,3,6,3
Golden Tee Unplugged 2016,Paladin242,Paladin242,Pearl Lagoon,16-11-2025 06:47:21,63,-9,0,https://www.youtube.com/watch?v=_bEatOj52_M,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=530,4,4,2,4,3,2,4,2,4,3,5,3,5,4,3,3,4,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Antelope Pass,12-11-2025 08:29:57,87,+15,0,https://www.youtube.com/watch?v=C1ya0Dt2tYs,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=445,5,6,3,5,5,6,2,4,3,5,4,7,3,5,6,9,5,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Greek Hills,11-11-2025 06:54:40,72,E,2579,https://www.youtube.com/watch?v=GkPm4ArkZrM,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=420,5,4,3,5,4,4,2,4,5,5,6,4,3,3,5,4,3,3
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sparkling Waters,11-11-2025 06:37:43,75,+3,0,https://www.youtube.com/watch?v=jfVIfYz29G0,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=419,3,4,3,6,4,4,3,3,8,3,5,5,3,4,5,2,5,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Royal Cove,08-11-2025 06:27:50,89,+17,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=359,5,4,3,6,5,6,2,7,4,6,6,4,6,6,5,4,4,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Pearl Lagoon,08-11-2025 06:05:18,75,+3,0,https://www.youtube.com/watch?v=zDHWUT7pM-M,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=358,3,3,4,6,4,3,6,5,3,4,5,3,5,5,5,3,4,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Sparkling Waters,08-11-2025 05:29:58,76,+4,0,https://www.youtube.com/watch?v=fWUQT1tq_JY,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=356,4,4,3,6,4,3,3,4,5,5,4,5,5,4,5,5,4,3
Golden Tee Unplugged 2016,Paladin242,Paladin242,Royal Cove,07-11-2025 19:59:34,81,+9,0,https://www.youtube.com/watch?v=_umWyhzGwyw,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=340,5,3,2,4,4,5,3,5,5,6,6,3,5,5,4,5,6,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Royal Cove,07-11-2025 07:05:44,79,+7,0,https://www.youtube.com/watch?v=I_MyDixAe2Y,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=336,4,6,3,6,4,4,3,6,3,5,5,3,4,6,3,4,6,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Pearl Lagoon,06-11-2025 06:20:22,73,+1,0,https://www.youtube.com/watch?v=v6E1ZzFhdQ8,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=319,4,3,4,4,4,4,5,2,4,4,5,2,5,6,4,3,4,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Antelope Pass,06-11-2025 05:42:09,74,+2,3462,https://www.youtube.com/watch?v=JbpCNPiNhL8,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=318,3,4,4,4,5,5,2,5,2,4,3,4,3,5,5,5,5,6
Golden Tee Unplugged 2016,Paladin242,Paladin242,Antelope Pass,06-11-2025 05:09:18,71,-1,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=317,3,4,3,4,4,4,2,4,2,4,3,5,5,5,3,8,4,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Tahiti Cove,06-11-2025 04:03:36,78,+6,0,https://www.youtube.com/watch?v=wjwllS7uw5o,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=316,3,3,3,5,6,5,7,5,4,4,2,4,4,6,4,6,2,5
Golden Tee Unplugged 2016,Paladin242,Paladin242,Indigo Mound,05-11-2025 06:43:18,75,+2,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=294,3,4,3,5,5,5,2,3,5,4,6,4,5,5,3,4,5,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Volcano Palms,05-11-2025 05:23:02,71,-1,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=292,3,3,3,3,3,4,4,4,3,4,4,4,4,4,5,7,5,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Tahiti Cove,03-11-2025 02:42:44,77,+5,0,https://www.youtube.com/watch?v=xODBtO7FgHQ,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=253,4,3,4,5,4,3,5,6,5,5,3,6,5,5,3,4,3,4
Golden Tee Unplugged 2016,Paladin242,Paladin242,Antelope Pass,02-11-2025 07:42:02,66,-6,0,https://www.youtube.com/watch?v=ao5IlbsIPvY,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=234,3,3,3,3,3,6,2,4,2,3,6,6,3,3,3,5,5,3
Golden Tee Unplugged 2016,Paladin242,Paladin242,Volcano Palms,02-11-2025 06:55:32,70,-2,0,https://www.youtube.com/watch?v=-XKLK9hHVZg,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=231,3,4,3,3,3,4,7,4,3,3,5,4,4,3,5,5,4,3
Golden Tee Unplugged 2016,Paladin242,Paladin242,Volcano Palms,02-11-2025 06:23:33,73,+1,0,,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt16&entryId=230,3,3,3,4,4,3,5,3,3,4,5,5,5,4,6,5,4,4
Golden Tee Unplugged 2017,Paladin242,Paladin242,Jack Rabbit Junction,10-01-2026 06:35:25,70,-2,2994,https://www.youtube.com/watch?v=d1G7qr5vLHM,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt17&entryId=300,5,4,2,4,3,4,3,4,6,5,3,5,4,3,3,5,3,4
Golden Tee Unplugged 2017,Paladin242,Paladin242,Pearl Lagoon,20-12-2025 06:43:23,82,+10,0,https://www.youtube.com/watch?v=CbKKHvTjulw,https://teknoparrot.com/en/Highscore/EntrySpecificGt06?gameId=gt17&entryId=49,4,4,3,4,5,3,6,4,5,5,6,4,4,7,4,3,6,5
